raw,weight,future
0.0012976161428,0.00740584216923,1.0
0.000177959966776,0.000624075820417,2.21526929596e-06
3.50406374415e-05,0.000125581154978,7.38423098654e-07
0.000115912735206,0.000301207704762,3.6960537498e-05
0.000552035262913,0.0033116700672,0.000102680193278
4.47878223437e-05,0.000205557299383,4.14993781444e-05
0.000256577412679,0.00104404165073,0.000186190922915
0.000511362918639,0.00149699037944,1.77221543677e-06
4.63138967476e-05,0.000119644233265,0.000146965887915
0.000387760737565,0.00163061542337,0.00119209055918
0.000564785368416,0.00330695400501,0.000208835897941
8.76163620657e-05,0.000409440839742,4.32026740919e-05
0.000181819458171,0.000888175303061,0.0014439814466
0.000480181772593,0.00248560106956,6.7866005587e-05
0.000110793001722,0.000573252619947,0.00435893124264
0.00029797833441,0.0014625700174,0.000793804831053
2.66226141168e-05,0.000150293714679,0.00194394311259
0.000428472464404,0.00178990805421,6.63793137484e-05
0.000410671544906,0.00201945918148,0.00203807728921
0.000369270623175,0.00102597489891,0.000849235791659
0.000219577492616,0.00105919409271,2.56478956266e-05
0.00025000052428,0.00129994955979,9.08063498518e-05
5.87784786529e-06,3.17817301661e-05,1.45223209402e-05
9.48233715085e-05,0.000330577252806,5.95858212407e-05
0.000658190967575,0.00262415877979,9.05799001016e-07
0.00157903410852,0.00930287080096,0.000251083544825
0.000871368793336,0.00332148617159,0.000238490969583
4.17455191773e-05,0.000157146281035,3.40560733099e-05
0.000190355629192,0.00113897332429,0.000344272539875
0.000747609082002,0.00299107629469,0.00162696269044
0.00011983130045,0.000300961563729,5.51159000836e-05
0.000510073139626,0.00173417187873,0.000130159378189
0.000237900231104,0.000943566881102,0.000290702405478
0.000575694338994,0.00230277735597,1.05446818488e-05
0.000459880060201,0.00213191609659,0.00570680938436
0.000184527009533,0.000623691840406,2.00457257181e-05
0.000137248239937,0.000731393310755,6.2559204918e-05
1.94352959566e-05,7.74851971521e-05,4.16470627641e-06
0.00254103203017,0.0076230960905,0.0204792588422
0.000261608535391,0.000813732409076,0.002584077174
0.000232977410446,0.000760782550082,0.00123045902339
0.000292779835796,0.000824946594534,0.00172148084707
0.00189863347126,0.0108498081188,0.00661125953251
5.14040933077e-05,0.000211789590335,0.000860509050965
0.0045336224565,0.0136176344967,0.0274871204982
0.000193082871836,0.00103888253468,0.000139197676917
0.000151248741887,0.000675529141932,5.09019656006e-05
0.000123021288236,0.000377856022402,1.07415946751e-05
7.6480941738e-05,0.000242192930717,7.54274581172e-05
0.000135485870141,0.000498996793147,7.38029273002e-05
0.000840492862171,0.00256099899075,0.00140465795518
4.0396666317e-05,0.000161783578094,0.000677045370694
0.000407983684827,0.00174449995647,0.000934065837232
8.57358445744e-05,0.000405433663726,0.000305825310539
0.000679132646653,0.00265409937503,1.16178567522e-05
0.00311803583945,0.0112711129563,0.0001163164065
0.000132207271583,0.000533417155185,0.000454405883629
0.00148585495911,0.00823569189314,1.51918245496e-05
0.000968417279782,0.00398581097371,0.0011357833365
2.29600355475e-05,7.12725974821e-05,0.00326357410938
0.000166854083372,0.000763086430149,0.000208048246636
7.56440622261e-05,0.000286262021245,0.000389483724796
0.00130433087018,0.00782192881686,0.00101693660018
0.00037888981474,0.00156915893028,7.28577457339e-07
3.65962487693e-05,0.000177674443178,0.00200327294716
0.000259225890193,0.000778622852145,0.000394938210084
0.00116790966411,0.00365794127227,0.000381124775319
0.000151238896246,0.000649507111935,5.84043442829e-05
0.000693113457321,0.00177968827853,0.000211986503162
0.000430018230091,0.00219710408774,0.000353192690907
0.000435285648195,0.00135338185521,8.34811927132e-05
0.00337483970188,0.00861015116929,0.000268894309965
0.00012013651533,0.000370609630394,0.000453372091291
0.000540634010269,0.00308853829807,0.00971997154964
4.67766418894e-05,0.000121800428713,0.000171245239399
0.000255868526504,0.00128568322553,0.000195662429861
0.000110409021711,0.000454090823107,0.000665683500616
0.00360095470033,0.0192550813379,0.00324985913103
0.000174602603087,0.000843860071501,0.000193063180553
5.29695502768e-05,0.000226124844091,0.000875238130373
0.0001025423543,0.000460726785354,0.00106229546972
0.000370461945774,0.00158492180203,0.00015448795788
0.000141974147768,0.000319343376065,5.94578279036e-05
0.000204109990109,0.000799751598408,0.000142614114453
0.000276839742506,0.0009901072276,0.00171950187317
0.0071891691408,0.0144577138419,0.0006261926333
0.0014542996787,0.00638266343245,0.000346487809171
0.000852937752794,0.00143776884693,1.9917732381e-05
0.000468662372254,0.00187422612644,5.83255791524e-05
0.0001333789029,0.000406044093488,6.61725552807e-05
0.000503191036347,0.00211057074622,0.000781084262474
0.00130487238045,0.00782107224607,0.00112041429041
0.000767664653361,0.00348037513114,0.000664098352364
0.000297663273888,0.00129598176634,2.37378412114e-05
0.000650826427871,0.00296917958841,7.02289595027e-05
0.000302812544296,0.00138891477472,0.00178982928908
0.00175055502588,0.00935764210359,0.00025261946487
4.93955824793e-05,0.000214644826317,0.000602060966436
0.00157617887254,0.00933430793368,0.000431150478842
0.000346064446595,0.00130060921776,0.00429006098164
0.000357101410509,0.00177641952561,0.000215107571459
0.000316931193942,0.00161593557217,0.000479758410016
0.000386047595976,0.00123452527325,0.00344656519887
1.65406774099e-05,5.29006307876e-05,1.41974147768e-05
0.000323370243363,0.000879747434095,0.000178206107809
0.000748436115872,0.00374278116348,0.00124519794844
7.75344253587e-05,0.000368236830837,0.000958916235912
0.000355732866366,0.00109747394614,0.00166998814299
0.00106841945862,0.00581001139663,0.00112418517103
0.00145471319563,0.00680549434438,0.000263489052882
5.05179855893e-05,0.000188928011201,0.00063045579599
0.00016706084184,0.000638863973673,2.55592848548e-05
0.000192954878499,0.000612300433404,9.9145608046e-06
0.00172538956667,0.00542480068016,0.000312234823035
0.000338493148423,0.00147667882141,0.000254007700296
0.00012439967802,0.00051608882647,0.000472275722617
0.000348181259477,0.00105847536089,0.00263438840112
0.00098345157407,0.00562289498343,0.00327563501999
0.000318703409379,0.00182872941792,0.00068285429907
7.67763109774e-05,0.000243246414338,0.000148531344884
0.000586652537778,0.00337841366968,0.000789423520668
3.74823564877e-05,0.000191773401541,0.00504535950951
0.000138488790742,0.000618897013085,2.22708406554e-05
0.000146325921229,0.00049288264989,4.32420566572e-05
0.000161389752442,0.000501950485541,0.00084003996267
4.56345474968e-05,0.000130858418723,1.00425541417e-06
0.000387809965772,0.00146280631279,0.000448025908057
